Benchmark/1-4          	50000000	        35.2 ns/op	      16 B/op	       1 allocs/op
Benchmark/100-4        	  500000	      4235 ns/op	    1600 B/op	     100 allocs/op
Benchmark/100-4        	  500000	      3567 ns/op	    1600 B/op	     100 allocs/op
Benchmark/1000-4       	   50000	     36557 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     35618 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     36213 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     36993 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     35989 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     37453 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     35994 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     36214 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     35713 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/1000-4       	   50000	     36766 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/10000-4      	    5000	    364225 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    369010 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    390150 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    368054 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    359810 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    371466 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    372721 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    361344 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    353219 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    346670 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/100000-4     	     500	   3568923 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3490279 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3563837 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3489454 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3537572 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3723024 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3733804 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3714952 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3691063 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3562118 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/1000000-4    	      50	  35052037 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  35660510 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  38274209 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  45870336 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  35937060 ns/op	16000001 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34955798 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  35057916 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34490226 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      30	  34435029 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34783485 ns/op	16000000 B/op	 1000000 allocs/op
