Benchmark/1-4 	 5000000	       396 ns/op	     416 B/op	       9 allocs/op
Benchmark/1000-4       	    5000	    249091 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    250871 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    250025 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/1000-4       	    5000	    248753 ns/op	  209072 B/op	    7026 allocs/op
Benchmark/10000-4      	     500	   3238057 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2660993 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2688127 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2601284 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2578769 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2614295 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2635974 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2948682 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2671267 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/10000-4      	     500	   2865220 ns/op	 2691632 B/op	   70042 allocs/op
Benchmark/100000-4     	      30	  56223838 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      30	  36614342 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  34500225 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  31445748 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  34911316 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  33131518 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  32943522 ns/op	23781681 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  31718708 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  32573729 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/100000-4     	      50	  31522055 ns/op	23781680 B/op	  700054 allocs/op
Benchmark/1000000-4    	       5	 331221659 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 334488469 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 334806336 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       5	 333188774 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 346151088 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 357862558 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 349364217 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 353396383 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       5	 331176811 ns/op	212662064 B/op	 7000066 allocs/op
Benchmark/1000000-4    	       3	 334519688 ns/op	212662064 B/op	 7000066 allocs/op
