Benchmark/1-4          	 5000000	       240 ns/op	     224 B/op	       6 allocs/op
Benchmark/10000-4      	    2000	    662490 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/10000-4      	    2000	    664466 ns/op	  487184 B/op	   20085 allocs/op
Benchmark/100000-4     	     200	   7710081 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7754586 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7894300 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7766806 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7847361 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7798831 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7801378 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7744924 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7794437 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/100000-4     	     200	   7777805 ns/op	 4821728 B/op	  200787 allocs/op
Benchmark/1000000-4    	      20	  82221449 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  81970657 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  81144717 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  81956112 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  82470207 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  82189580 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  81332850 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  82278850 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  85000608 ns/op	48192032 B/op	 2007819 allocs/op
Benchmark/1000000-4    	      20	  81844408 ns/op	48192032 B/op	 2007819 allocs/op
