goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque
BenchmarkFillListQueue/0-4         	30000000	        41.0 ns/op	      48 B/op	       1 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1602217 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/10000-4      	    1000	   1688240 ns/op	 1280048 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  29260543 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  28334733 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  29744215 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  26835055 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  30365113 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  27288144 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  28562663 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  26556780 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  25741232 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/100000-4     	      50	  26656497 ns/op	12800048 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       5	 314803269 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 345224466 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 336337805 ns/op	128000080 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 340136230 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 354034770 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       5	 338778405 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 590290567 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 340990362 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 462735295 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1000000-4    	       3	 385378026 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        83.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        84.5 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        83.4 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        90.2 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        86.7 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        89.9 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        82.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        89.2 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        91.8 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/1-4                	20000000	        88.6 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       801 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       850 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       795 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       856 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       787 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       826 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	      1112 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       815 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       834 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/10-4               	 2000000	       822 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      8086 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	     10343 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7777 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7720 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7847 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7746 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7749 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7662 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7722 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/100-4              	  200000	      7821 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     87141 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     79425 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     83000 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     82388 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     80653 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     80227 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	    106668 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     79042 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   20000	     98131 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/1000-4             	   10000	    122893 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    842972 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    783808 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    777606 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    803625 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	   1106215 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    783105 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    770789 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    820664 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    766273 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/10000-4            	    2000	    774132 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   8605871 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   8182865 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	  11409039 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   7758504 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   7988969 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     100	  14937526 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   7920049 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   9466769 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     200	   9437952 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/100000-4           	     100	  10463790 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  81676869 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  80979561 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  84823272 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  80330176 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  80756065 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  80176398 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  82796198 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  90796162 ns/op	64000019 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  82276202 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListQueue/1000000-4          	      20	  89688938 ns/op	64000004 B/op	 2000000 allocs/op
BenchmarkStableListStack/1-4                	20000000	       121 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        95.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        97.2 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        87.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        88.0 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        84.8 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        80.9 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        83.3 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        80.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/1-4                	20000000	        87.1 ns/op	      64 B/op	       2 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       802 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       801 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       791 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       792 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       792 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       809 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	      1163 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	       862 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	      1209 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/10-4               	 2000000	      1182 ns/op	     640 B/op	      20 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8142 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8084 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8799 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      9213 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	     10226 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8284 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      9054 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8397 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8559 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/100-4              	  200000	      8336 ns/op	    6400 B/op	     200 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     82216 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     83892 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     83984 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     80595 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     84024 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     82531 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	    113805 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     93240 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   10000	    143657 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/1000-4             	   20000	     79694 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    801558 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    818167 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    789869 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    797241 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    876048 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    848251 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    807207 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    778092 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    786004 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/10000-4            	    2000	    784088 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   8249110 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   7773698 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   7867824 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   8036367 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     100	  15967825 ns/op	 6400001 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   8566710 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   8334490 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	  10188758 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     100	  10680507 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/100000-4           	     200	   8207956 ns/op	 6400000 B/op	  200000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  86587382 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  79463371 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  84682858 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  79449840 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  80645099 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  89185028 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  90636481 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  96810355 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  86545251 ns/op	64000000 B/op	 2000000 allocs/op
BenchmarkStableListStack/1000000-4          	      20	  84930685 ns/op	64000004 B/op	 2000000 allocs/op
PASS
ok  	github.com/ef-ds/deque	1830.404s
