Benchmark/1-4          	50000000	        34.9 ns/op	      16 B/op	       1 allocs/op
Benchmark/1000-4       	   50000	     35776 ns/op	   16000 B/op	    1000 allocs/op
Benchmark/10000-4      	    5000	    343909 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    342034 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    339790 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    342131 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    348868 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    344193 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    341599 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    341812 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    347031 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/10000-4      	    5000	    342035 ns/op	  160000 B/op	   10000 allocs/op
Benchmark/100000-4     	     500	   3456885 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3387393 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3431903 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3401176 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3417697 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3414231 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3439585 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3452343 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3410014 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/100000-4     	     500	   3465737 ns/op	 1600000 B/op	  100000 allocs/op
Benchmark/1000000-4    	      50	  34357000 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34213706 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34507414 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34243554 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34134138 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34493369 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34044255 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34094097 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34378867 ns/op	16000000 B/op	 1000000 allocs/op
Benchmark/1000000-4    	      50	  34244567 ns/op	16000000 B/op	 1000000 allocs/op
