Benchmark/1-4          	 5000000	       243 ns/op	     224 B/op	       6 allocs/op
Benchmark/100000-4     	     200	   8222731 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8226049 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8308308 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8182060 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8190064 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8172633 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/100000-4     	     200	   8215197 ns/op	 4825872 B/op	  200789 allocs/op
Benchmark/1000000-4    	      20	  85728066 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  85963079 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  86562573 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  86100410 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  87126129 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  86590885 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  85810015 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  85731163 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  87078682 ns/op	48196176 B/op	 2007821 allocs/op
Benchmark/1000000-4    	      20	  86989392 ns/op	48196176 B/op	 2007821 allocs/op
