Benchmark/1-4                	30000000	        49.8 ns/op	      33 B/op	       1 allocs/op
Benchmark/10000-4            	    3000	    413962 ns/op	  332500 B/op	   10468 allocs/op
Benchmark/10000-4            	    3000	    488485 ns/op	  332500 B/op	   10468 allocs/op
Benchmark/10000-4            	    3000	    495551 ns/op	  332500 B/op	   10468 allocs/op
Benchmark/10000-4            	    3000	    420224 ns/op	  332500 B/op	   10468 allocs/op
Benchmark/10000-4            	    3000	    450306 ns/op	  332500 B/op	   10468 allocs/op
Benchmark/100000-4           	     300	   5058089 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4207012 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4947362 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4595413 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4182606 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   5123354 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4233945 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4402958 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4987492 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/100000-4           	     300	   4142667 ns/op	 3325000 B/op	  104687 allocs/op
Benchmark/1000000-4          	      30	  43688046 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  48771224 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  43692097 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  41304849 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  46297919 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  49057751 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  42278023 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  42118246 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  48367403 ns/op	33250000 B/op	 1046875 allocs/op
Benchmark/1000000-4          	      30	  45838139 ns/op	33250000 B/op	 1046875 allocs/op
